Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
26.826;-26.826;-0.0225849;2.6826;2.6826;-2.6826;-0.00225849;-2.6826;-0.00225849;-0.132437;-0.000559118;0;0.1;71.9636;0;
26.3578;-26.3577;-0.044973;2.63578;2.63578;-2.63577;-0.0044973;-2.63577;-0.0044973;-0.132331;-0.00055511;0;0.1;69.4732;0;
25.8399;-25.8399;-0.0197763;2.58399;2.58399;-2.58399;-0.00197763;-2.58399;-0.00197763;-0.132227;-0.000551102;0;0.1;66.7702;0;
25.3221;-25.3221;0.00542032;2.53221;2.53221;-2.53221;0.000542032;-2.53221;0.000542032;-0.132124;-0.000547094;0;0.1;64.1209;0;
24.8043;-24.8043;0.030617;2.48043;2.48043;-2.48043;0.0030617;-2.48043;0.0030617;-0.132024;-0.000543086;0;0.1;61.5254;0;
24.2866;-24.2865;0.0558136;2.42866;2.42866;-2.42865;0.00558136;-2.42865;0.00558136;-0.131925;-0.000539078;0;0.1;58.9837;0;
23.7688;-23.7687;0.0810103;2.37688;2.37688;-2.37687;0.00810103;-2.37687;0.00810103;-0.131829;-0.00053507;0;0.1;56.4957;0;
23.2511;-23.2509;0.106207;2.32511;2.32511;-2.32509;0.0106207;-2.32509;0.0106207;-0.131735;-0.000531062;0;0.1;54.0615;0;
22.7335;-22.7331;0.131404;2.27335;2.27335;-2.27331;0.0131404;-2.27331;0.0131404;-0.131642;-0.000527054;0;0.1;51.681;0;
22.2158;-22.2153;0.1566;2.22158;2.22158;-2.22153;0.01566;-2.22153;0.01566;-0.131552;-0.000523046;0;0.1;49.3543;0;
21.8754;-21.873;0.325552;2.18754;2.18754;-2.1873;0.0325552;-2.1873;0.0325552;-0.131464;-0.000519038;0;0.1;47.8535;0;
21.313;-21.3115;0.252442;2.1313;2.1313;-2.13115;0.0252442;-2.13115;0.0252442;-0.131378;-0.00051503;0;0.1;45.4242;0;
20.7507;-20.7499;0.179332;2.07507;2.07507;-2.07499;0.0179332;-2.07499;0.0179332;-0.131294;-0.000511022;0;0.1;43.059;0;
20.1886;-20.1883;0.106222;2.01886;2.01886;-2.01883;0.0106222;-2.01883;0.0106222;-0.131211;-0.000507014;0;0.1;40.758;0;
19.3689;-19.3682;0.163138;1.93689;1.93689;-1.93682;0.0163138;-1.93682;0.0163138;-0.131133;-0.000503006;0;0.1;37.5154;0;
18.9441;-18.9437;0.128925;1.89441;1.89441;-1.89437;0.0128925;-1.89437;0.0128925;-0.131056;-0.000498998;0;0.1;35.888;0;
18.5194;-18.5192;0.0947116;1.85194;1.85194;-1.85192;0.00947116;-1.85192;0.00947116;-0.130981;-0.00049499;0;0.1;34.2969;0;
18.0948;-18.0947;0.0604984;1.80948;1.80948;-1.80947;0.00604984;-1.80947;0.00604984;-0.130908;-0.000490982;0;0.1;32.742;0;
17.6702;-17.6701;0.0262853;1.76702;1.76702;-1.76701;0.00262853;-1.76701;0.00262853;-0.130836;-0.000486974;0;0.1;31.2234;0;
17.2456;-17.2456;-0.00792788;1.72456;1.72456;-1.72456;-0.000792788;-1.72456;-0.000792788;-0.130766;-0.000482966;0;0.1;29.7411;0;
16.8212;-16.8211;-0.042141;1.68212;1.68212;-1.68211;-0.0042141;-1.68211;-0.0042141;-0.130698;-0.000478958;0;0.1;28.2951;0;
16.3968;-16.3966;-0.0763542;1.63968;1.63968;-1.63966;-0.00763542;-1.63966;-0.00763542;-0.130631;-0.00047495;0;0.1;26.8854;0;
15.9725;-15.9721;-0.110567;1.59725;1.59725;-1.59721;-0.0110567;-1.59721;-0.0110567;-0.130566;-0.000470942;0;0.1;25.5119;0;
15.5482;-15.5476;-0.14478;1.55482;1.55482;-1.55476;-0.014478;-1.55476;-0.014478;-0.130503;-0.000466934;0;0.1;24.1747;0;
15.1241;-15.123;-0.178994;1.51241;1.51241;-1.5123;-0.0178994;-1.5123;-0.0178994;-0.130442;-0.000462926;0;0.1;22.8738;0;
14.7001;-14.6985;-0.213207;1.47001;1.47001;-1.46985;-0.0213207;-1.46985;-0.0213207;-0.130382;-0.000458918;0;0.1;21.6092;0;
14.2761;-14.274;-0.24742;1.42761;1.42761;-1.4274;-0.024742;-1.4274;-0.024742;-0.130324;-0.00045491;0;0.1;20.3808;0;
14.5794;-14.5793;0.055824;1.45794;1.45794;-1.45793;0.0055824;-1.45793;0.0055824;-0.130267;-0.000450902;0;0.1;21.2559;0;
13.4244;-13.4231;0.186654;1.34244;1.34244;-1.34231;0.0186654;-1.34231;0.0186654;-0.130211;-0.000446894;0;0.1;18.0215;0;
