Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
52.864;52.8617;0.492254;5.2864;5.2864;5.28617;0.0492254;5.28617;0.0492254;0.443711;-0.000466934;0;0.1;279.46;0;
51.4219;51.4183;0.608578;5.14219;5.14219;5.14183;0.0608578;5.14183;0.0608578;0.443502;-0.000462926;0;0.1;264.421;0;
49.9802;49.975;0.724903;4.99802;4.99802;4.9975;0.0724903;4.9975;0.0724903;0.443298;-0.000458918;0;0.1;249.802;0;
48.5389;48.5316;0.841228;4.85389;4.85389;4.85316;0.0841228;4.85316;0.0841228;0.443101;-0.00045491;0;0.1;235.602;0;
49.5699;49.5696;-0.189802;4.95699;4.95699;4.95696;-0.0189802;4.95696;-0.0189802;0.442907;-0.000450902;0;0.1;245.718;0;
45.643;45.6386;-0.634623;4.5643;4.5643;4.56386;-0.0634623;4.56386;-0.0634623;0.442717;-0.000446894;0;0.1;208.329;0;
44.5612;44.5583;-0.509405;4.45612;4.45612;4.45583;-0.0509405;4.45583;-0.0509405;0.442536;-0.000442886;0;0.1;198.57;0;
43.4797;43.478;-0.384187;4.34797;4.34797;4.3478;-0.0384187;4.3478;-0.0384187;0.442359;-0.000438878;0;0.1;189.048;0;
42.3985;42.3977;-0.258968;4.23985;4.23985;4.23977;-0.0258968;4.23977;-0.0258968;0.442187;-0.00043487;0;0.1;179.763;0;
41.3176;41.3174;-0.13375;4.13176;4.13176;4.13174;-0.013375;4.13174;-0.013375;0.44202;-0.000430862;0;0.1;170.714;0;
40.237;40.237;-0.00853211;4.0237;4.0237;4.0237;-0.000853211;4.0237;-0.000853211;0.441856;-0.000426854;0;0.1;161.902;0;
39.1569;39.1567;0.116686;3.91569;3.91569;3.91567;0.0116686;3.91567;0.0116686;0.441697;-0.000422846;0;0.1;153.326;0;
38.0853;38.0835;0.368117;3.80853;3.80853;3.80835;0.0368117;3.80835;0.0368117;0.441542;-0.000418838;0;0.1;145.049;0;
36.9395;36.9387;0.238621;3.69395;3.69395;3.69387;0.0238621;3.69387;0.0238621;0.441392;-0.00041483;0;0.1;136.453;0;
35.7941;35.794;0.109125;3.57941;3.57941;3.5794;0.0109125;3.5794;0.0109125;0.441246;-0.000410822;0;0.1;128.122;0;
34.6492;34.6492;-0.0203713;3.46492;3.46492;3.46492;-0.00203713;3.46492;-0.00203713;0.441105;-0.000406814;0;0.1;120.057;0;
33.5048;33.5044;-0.149867;3.35048;3.35048;3.35044;-0.0149867;3.35044;-0.0149867;0.440968;-0.000402806;0;0.1;112.257;0;
32.3609;32.3597;-0.279364;3.23609;3.23609;3.23597;-0.0279364;3.23597;-0.0279364;0.440836;-0.000398798;0;0.1;104.723;0;
31.2176;31.2149;-0.40886;3.12176;3.12176;3.12149;-0.040886;3.12149;-0.040886;0.440709;-0.00039479;0;0.1;97.4538;0;
32.2412;32.2412;-0.0263894;3.22412;3.22412;3.22412;-0.00263894;3.22412;-0.00263894;0.440585;-0.000390782;0;0.1;103.95;0;
29.9075;29.9029;0.520657;2.99075;2.99075;2.99029;0.0520657;2.99029;0.0520657;0.44046;-0.000386774;0;0.1;89.4456;0;
29.0194;29.0153;0.487309;2.90194;2.90194;2.90153;0.0487309;2.90153;0.0487309;0.440342;-0.000382766;0;0.1;84.2127;0;
28.1314;28.1277;0.453961;2.81314;2.81314;2.81277;0.0453961;2.81277;0.0453961;0.440227;-0.000378758;0;0.1;79.1376;0;
27.2434;27.2402;0.420614;2.72434;2.72434;2.72402;0.0420614;2.72402;0.0420614;0.440117;-0.000374749;0;0.1;74.2203;0;
26.3554;26.3526;0.387266;2.63554;2.63554;2.63526;0.0387266;2.63526;0.0387266;0.440009;-0.000370741;0;0.1;69.4608;0;
25.4674;25.465;0.353918;2.54674;2.54674;2.5465;0.0353918;2.5465;0.0353918;0.439905;-0.000366733;0;0.1;64.859;0;
24.5795;24.5774;0.320571;2.45795;2.45795;2.45774;0.0320571;2.45774;0.0320571;0.439805;-0.000362725;0;0.1;60.4151;0;
23.6915;23.6898;0.287223;2.36915;2.36915;2.36898;0.0287223;2.36898;0.0287223;0.439708;-0.000358717;0;0.1;56.1289;0;
22.8036;22.8022;0.253876;2.28036;2.28036;2.28022;0.0253876;2.28022;0.0253876;0.439615;-0.000354709;0;0.1;52.0005;0;
21.9157;21.9146;0.220528;2.19157;2.19157;2.19146;0.0220528;2.19146;0.0220528;0.439525;-0.000350701;0;0.1;48.0299;0;
21.0279;21.027;0.18718;2.10279;2.10279;2.1027;0.018718;2.1027;0.018718;0.439439;-0.000346693;0;0.1;44.2171;0;
20.14;20.1394;0.153833;2.014;2.014;2.01394;0.0153833;2.01394;0.0153833;0.439357;-0.000342685;0;0.1;40.5621;0;
19.2522;19.2519;0.120485;1.92522;1.92522;1.92519;0.0120485;1.92519;0.0120485;0.439278;-0.000338677;0;0.1;37.0648;0;
